Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,CrdY_per90,CrdR_per90,npxG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,Cmp_per90,1/3_per90,PPA_per90,CrsPA_per90,Sw_per90,Crs_per90,Tkl_per90,Int_per90,Clr_per90,Blocks_stats_defense_per90,Err_per90,Fld_per90,Touches_per90,Succ_per90,Carries_per90,Mis_per90,Dis_per90,Fls_per90,PKwon_per90,PKcon_per90,Recov_per90,GA_per90,SoTA_per90,Saves_per90,PKm_per90,PKsv_per90,Thr_per90,Stp_per90,Won_per90,#OPA_per90,PSxG_per90,G-xG_per90,team_code,passing__avg_poss,Tkl_per90_Padj,Int_per90_Padj,Clr_per90_Padj,Blocks_stats_defense_per90_Padj,Born_year,Player_clean
758,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30.0,1995.0,11,7,654,7.3,1,0,1,1,0,0,0,0,1.0,1.0,0.5,1.6,23,41,40,0.14,0.22,758,ci CIV,MF,fr Ligue 1,30-250,1995.0,7.3,1,9,3,33.3,1.24,0.41,0.11,0.33,21.4,0,0,0,1.0,1.0,0.12,0.0,0.0,758,ci CIV,MF,fr Ligue 1,30-250,1995.0,7.3,325,364,89.3,4981,1050,0,0.5,0.7,-0.5,11,34,10,1,41,758,ci CIV,MF,fr Ligue 1,30-250,1995.0,7.3,364,360,3,3,1,2,7,0,0,0,0,0,325,1,2,758,ci CIV,MF,fr Ligue 1,30-250,1995.0,7.3,22,3.03,19,0,3,0,0,0,1,0.14,758,ci CIV,MF,fr Ligue 1,30-250,1995.0,7.3,3,2,1,1,1,7,42.9,4,4,1,3,4,7,9,0,758,ci CIV,MF,fr Ligue 1,30-250,1995.0,7.3,423,10,56,229,145,12,423,21,12,57.1,8,38.1,258,1825,800,23,21,4,8,7,352,40,959,ci CIV,MF,fr Ligue 1,30-250,1995.0,11,654,59,42.7,7.3,7,83.0,4,4,18.0,1,1.55,9,12,-3,-0.41,-1.23,9.1,12.5,-3.3,-0.46,758,ci CIV,MF,fr Ligue 1,30-250,1995.0,7.3,0,0,0,3,12,0,7,4,2,0,0,0,41,8,2,80.0,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.14,0.07,3.17,5.64,5.5,1.24,0.41,44.72,4.68,1.38,0.14,0.28,0.96,0.41,0.55,1.24,0.55,0.0,0.0,58.21,1.65,35.5,1.1,0.96,0.41,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,Stade Rennais,,0.0,0.0,0.0,0.0,1995,seko fofana
786,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32.0,1993.0,8,5,409,4.5,0,0,0,0,0,0,0,0,0.9,0.9,0.7,1.5,1,6,16,0.0,0.33,786,de GER,FW,eng Premier League,32-337,1993.0,4.5,0,9,3,33.3,1.98,0.66,0.0,0.0,9.4,0,0,0,0.9,0.9,0.1,-0.9,-0.9,786,de GER,FW,eng Premier League,32-337,1993.0,4.5,58,94,61.7,693,113,0,0.7,0.2,-0.7,7,2,4,0,6,786,de GER,FW,eng Premier League,32-337,1993.0,4.5,94,93,1,0,0,1,0,1,0,0,0,0,58,0,5,786,de GER,FW,eng Premier League,32-337,1993.0,4.5,6,1.32,6,0,0,0,0,0,0,0.0,786,de GER,FW,eng Premier League,32-337,1993.0,4.5,2,1,1,1,0,2,50.0,1,3,1,2,2,4,5,0,786,de GER,FW,eng Premier League,32-337,1993.0,4.5,135,5,17,62,58,22,135,0,0,42.92,0,,51,146,44,1,2,0,9,6,94,16,997,de GER,FW,eng Premier League,32-337,1993.0,8,409,51,21.6,4.5,5,69.0,1,3,21.0,2,0.63,2,11,-9,-1.98,-1.25,3.1,8.5,-5.4,-1.18,786,de GER,FW,eng Premier League,32-337,1993.0,4.5,0,0,0,11,1,3,0,2,1,0,0,0,10,18,30,37.5,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.22,1.32,3.52,1.98,0.66,12.76,0.44,0.88,0.0,0.22,0.0,0.44,0.44,1.1,0.66,0.0,0.0,29.71,0.0,11.22,1.98,1.32,2.42,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,-0.2,West Ham,,0.0,0.0,0.0,0.0,1993,niclas fullkrug
796,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25.0,2000.0,19,4,679,7.5,2,0,2,2,0,0,2,0,1.1,1.1,0.5,1.6,19,26,34,0.27,0.21,796,eng ENG,MF,es La Liga,25-340,2000.0,7.5,2,13,5,38.5,1.72,0.66,0.15,0.4,20.4,0,0,0,1.1,1.1,0.09,0.9,0.9,796,eng ENG,MF,es La Liga,25-340,2000.0,7.5,327,374,87.4,4556,967,0,0.5,0.5,-0.5,4,24,3,1,26,796,eng ENG,MF,es La Liga,25-340,2000.0,7.5,374,365,7,4,1,1,11,2,1,0,0,0,327,2,4,796,eng ENG,MF,es La Liga,25-340,2000.0,7.5,14,1.86,12,0,0,0,1,1,1,0.13,796,eng ENG,MF,es La Liga,25-340,2000.0,7.5,17,12,5,8,4,18,44.4,10,11,3,8,11,28,8,0,796,eng ENG,MF,es La Liga,25-340,2000.0,7.5,478,18,86,254,142,28,478,18,3,16.7,13,72.2,265,1123,465,19,6,7,21,9,334,34,1010,eng ENG,MF,es La Liga,25-340,2000.0,19,679,36,39.7,7.5,4,65.0,1,15,28.0,0,2.0,14,7,7,0.93,0.05,13.7,9.8,3.8,0.51,796,eng ENG,MF,es La Liga,25-340,2000.0,7.5,2,0,0,18,9,2,11,11,12,0,0,0,35,10,8,55.6,,,,,,,,,,,,,,,69.16,,,,,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,36.25,,,,5.5,,,,0.27,0.0,0.27,0.27,0.0,0.27,0.0,0.15,0.07,2.52,3.45,4.51,1.72,0.66,43.34,3.18,0.4,0.13,0.13,1.46,2.25,1.46,1.06,1.46,0.0,0.13,63.36,0.4,35.13,2.78,1.19,2.39,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.12,Atlético,,0.0,0.0,0.0,0.0,2000,conor gallagher
821,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24.0,2001.0,16,15,1350,15.0,5,1,6,5,0,0,0,0,3.1,3.1,2.0,5.1,61,70,98,0.4,0.34,821,fr FRA,"MF,FW",fr Ligue 1,24-363,2001.0,15.0,5,25,8,32.0,1.67,0.53,0.2,0.63,16.0,0,0,0,3.1,3.1,0.12,1.9,1.9,821,fr FRA,"MF,FW",fr Ligue 1,24-363,2001.0,15.0,286,379,75.5,4486,1342,1,2.0,2.4,-1.0,28,36,29,6,70,821,fr FRA,"MF,FW",fr Ligue 1,24-363,2001.0,15.0,379,376,2,1,3,1,23,0,0,0,0,0,286,1,18,821,fr FRA,"MF,FW",fr Ligue 1,24-363,2001.0,15.0,53,3.53,39,0,9,2,1,2,4,0.27,821,fr FRA,"MF,FW",fr Ligue 1,24-363,2001.0,15.0,8,6,4,4,0,14,35.7,9,8,0,8,6,14,1,0,821,fr FRA,"MF,FW",fr Ligue 1,24-363,2001.0,15.0,543,2,46,237,278,68,543,78,39,50.0,36,46.2,408,3018,1763,61,44,24,32,35,436,98,1039,fr FRA,"MF,FW",fr Ligue 1,24-363,2001.0,16,1350,84,88.2,15.0,15,87.0,10,1,45.0,0,1.38,21,19,2,0.13,0.13,21.9,18.1,3.8,0.25,821,fr FRA,"MF,FW",fr Ligue 1,24-363,2001.0,15.0,0,0,0,9,37,1,23,6,6,0,0,0,71,1,6,14.3,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.33,0.07,0.4,0.33,0.0,0.0,0.0,0.21,0.13,4.07,4.67,6.53,1.67,0.53,19.07,2.4,1.93,0.4,0.07,1.53,0.53,0.4,0.07,0.53,0.0,0.07,36.2,2.6,27.2,2.13,2.33,0.6,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.13,Toulouse,41.9,0.46,0.34,0.06,0.46,2001,yann gboho
842,Giovane,br BRA,FW,Hellas Verona,it Serie A,22.0,2003.0,19,18,1404,15.6,3,4,7,3,0,0,2,0,2.8,2.8,3.0,5.9,42,31,118,0.45,0.38,842,br BRA,FW,it Serie A,22-049,2003.0,15.6,3,41,22,53.7,2.63,1.41,0.07,0.14,21.4,1,0,0,2.8,2.8,0.07,0.2,0.2,842,br BRA,FW,it Serie A,22-049,2003.0,15.6,243,402,60.4,3285,882,4,3.0,1.8,1.0,26,19,10,1,31,842,br BRA,FW,it Serie A,22-049,2003.0,15.6,402,352,47,8,5,1,46,6,25,18,6,0,243,3,17,842,br BRA,FW,it Serie A,22-049,2003.0,15.6,57,3.65,29,8,7,5,8,0,6,0.38,842,br BRA,FW,it Serie A,22-049,2003.0,15.6,12,8,0,8,4,12,41.7,7,17,1,16,4,16,10,1,842,br BRA,FW,it Serie A,22-049,2003.0,15.6,650,12,43,255,367,61,650,69,27,39.1,37,53.6,365,2364,997,42,26,20,61,34,432,118,1061,br BRA,FW,it Serie A,22-049,2003.0,19,1404,74,82.1,15.6,18,77.0,7,1,27.0,0,0.68,11,23,-12,-0.77,0.41,15.9,19.2,-3.3,-0.21,842,br BRA,FW,it Serie A,22-049,2003.0,15.6,2,0,0,19,14,6,46,4,8,0,0,0,62,33,92,26.4,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.19,0.26,0.45,0.19,0.0,0.13,0.0,0.18,0.19,2.69,1.99,7.56,2.63,1.41,15.58,1.22,0.64,0.06,0.06,2.95,0.77,0.26,0.64,1.09,0.06,0.51,41.67,1.73,23.4,3.91,2.18,1.22,0.0,0.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.01,Hellas Verona,41.2,0.65,0.22,0.54,0.93,2003,giovane
851,Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21.0,2004.0,7,4,422,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,19,2,0.0,0.07,851,ge GEO,DF,it Serie A,21-201,2004.0,4.7,0,3,1,33.3,0.64,0.21,0.0,0.0,7.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,851,ge GEO,DF,it Serie A,21-201,2004.0,4.7,152,188,80.9,3800,1399,0,0.1,0.2,-0.1,2,25,3,0,19,851,ge GEO,DF,it Serie A,21-201,2004.0,4.7,188,173,14,12,0,2,2,2,0,0,0,0,152,1,2,851,ge GEO,DF,it Serie A,21-201,2004.0,4.7,5,1.07,4,0,0,1,0,0,1,0.21,851,ge GEO,DF,it Serie A,21-201,2004.0,4.7,11,8,7,3,1,10,80.0,2,2,1,1,8,19,19,0,851,ge GEO,DF,it Serie A,21-201,2004.0,4.7,237,15,94,132,13,6,237,0,0,41.56,0,,115,464,206,5,0,1,4,1,135,2,1071,ge GEO,DF,it Serie A,21-201,2004.0,7,422,60,23.4,4.7,4,90.0,4,3,21.0,10,2.0,6,7,-1,-0.21,0.37,5.1,6.3,-1.2,-0.25,851,ge GEO,DF,it Serie A,21-201,2004.0,4.7,2,0,0,5,4,0,2,8,8,0,2,0,13,5,5,50.0,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.04,0.02,1.07,4.05,0.43,0.64,0.21,32.42,5.33,0.64,0.0,0.43,0.43,2.35,1.71,4.05,0.43,0.0,0.0,50.55,0.0,24.53,0.85,0.21,1.07,0.0,0.43,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,-0.04,Udinese,45.3,2.15,1.56,3.7,0.39,2004,saba goglichidze
855,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,25.0,2000.0,13,12,879,9.8,3,0,3,3,0,0,4,0,1.4,1.4,0.8,2.2,11,46,31,0.31,0.23,855,eng ENG,MF,fr Ligue 1,25-134,2000.0,9.8,3,11,5,45.5,1.13,0.51,0.27,0.6,20.3,1,0,0,1.4,1.4,0.13,1.6,1.6,855,eng ENG,MF,fr Ligue 1,25-134,2000.0,9.8,524,583,89.9,8233,1633,0,0.8,0.9,-0.8,18,51,10,0,46,855,eng ENG,MF,fr Ligue 1,25-134,2000.0,9.8,583,570,11,4,2,4,7,2,4,0,4,0,524,2,6,855,eng ENG,MF,fr Ligue 1,25-134,2000.0,9.8,32,3.28,29,2,0,1,0,0,4,0.41,855,eng ENG,MF,fr Ligue 1,25-134,2000.0,9.8,10,6,2,5,3,9,44.4,5,6,0,6,4,14,2,0,855,eng ENG,MF,fr Ligue 1,25-134,2000.0,9.8,646,5,48,396,203,11,646,8,6,75.0,2,25.0,443,1601,612,11,15,2,9,5,552,31,1077,eng ENG,MF,fr Ligue 1,25-134,2000.0,13,879,68,57.5,9.8,12,72.0,4,1,17.0,3,2.0,20,8,12,1.23,0.26,18.7,9.9,8.7,0.89,855,eng ENG,MF,fr Ligue 1,25-134,2000.0,9.8,4,0,0,19,12,0,7,4,6,0,0,0,24,4,9,30.8,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.31,0.0,0.31,0.31,0.0,0.41,0.0,0.14,0.08,1.13,4.71,3.17,1.13,0.51,53.65,5.22,1.02,0.0,0.41,0.72,1.02,0.41,0.2,0.61,0.0,0.0,66.14,0.61,45.36,0.92,0.51,1.95,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.16,Marseille,57.1,1.19,0.48,0.23,0.71,2000,angel gomes
897,Pascal Groß,de GER,MF,Dortmund,de Bundesliga,34.0,1991.0,11,7,613,6.8,0,1,1,0,0,0,0,0,0.6,0.6,1.1,1.7,13,68,51,0.15,0.25,897,de GER,MF,de Bundesliga,34-211,1991.0,6.8,0,8,1,12.5,1.17,0.15,0.0,0.0,17.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,897,de GER,MF,de Bundesliga,34-211,1991.0,6.8,419,493,85.0,7234,1984,1,1.1,2.5,-0.1,11,44,17,6,68,897,de GER,MF,de Bundesliga,34-211,1991.0,6.8,493,456,37,12,1,1,23,6,12,3,4,0,419,0,7,897,de GER,MF,de Bundesliga,34-211,1991.0,6.8,27,3.96,21,4,2,0,0,0,3,0.44,897,de GER,MF,de Bundesliga,34-211,1991.0,6.8,8,6,2,4,2,7,42.9,4,15,0,15,6,14,10,1,897,de GER,MF,de Bundesliga,34-211,1991.0,6.8,556,12,64,315,181,18,556,5,4,80.0,1,20.0,338,1475,841,13,16,0,12,7,427,51,1130,de GER,MF,de Bundesliga,34-211,1991.0,11,613,56,42.6,6.8,7,78.0,1,4,16.0,4,2.0,8,5,3,0.44,-0.76,8.4,6.1,2.3,0.34,897,de GER,MF,de Bundesliga,34-211,1991.0,6.8,0,0,0,10,4,0,23,6,6,0,0,0,30,3,4,42.9,,,,,,,,,,,,,,,67.71,,,,,26.37,,,,,,,,,,,,,,,,,,,,,,,,,,33.53,,,,6.63,,,,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.09,0.16,1.91,9.98,7.49,1.17,0.15,61.52,6.46,2.5,0.88,0.15,3.38,1.17,0.88,1.47,2.2,0.15,0.0,81.63,0.59,49.62,1.76,1.03,1.47,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,-0.09,Dortmund,53.2,1.25,0.94,1.57,2.35,1991,pascal groß
898,Brajan Gruda,de GER,"MF,FW",Brighton,eng Premier League,21.0,2004.0,17,7,654,7.3,1,1,2,1,0,0,2,0,1.7,1.7,0.9,2.6,25,23,57,0.28,0.36,898,de GER,"MF,FW",eng Premier League,21-226,2004.0,7.3,1,15,5,33.3,2.06,0.69,0.07,0.2,21.5,1,0,0,1.7,1.7,0.11,-0.7,-0.7,898,de GER,"MF,FW",eng Premier League,21-226,2004.0,7.3,170,229,74.2,2554,703,1,0.9,0.8,0.1,14,9,8,2,23,898,de GER,"MF,FW",eng Premier League,21-226,2004.0,7.3,229,211,18,7,2,1,14,2,7,5,0,0,170,0,3,898,de GER,"MF,FW",eng Premier League,21-226,2004.0,7.3,33,4.55,21,2,6,0,4,0,2,0.28,898,de GER,"MF,FW",eng Premier League,21-226,2004.0,7.3,13,5,5,5,3,11,54.5,5,5,0,5,2,15,3,1,898,de GER,"MF,FW",eng Premier League,21-226,2004.0,7.3,353,5,38,133,191,20,353,51,15,29.4,30,58.8,217,1540,864,25,19,9,24,16,228,57,1131,de GER,"MF,FW",eng Premier League,21-226,2004.0,17,654,38,34.6,7.3,7,70.0,0,10,17.0,0,1.29,14,10,4,0.55,0.62,13.6,11.7,1.9,0.26,898,de GER,"MF,FW",eng Premier League,21-226,2004.0,7.3,2,0,0,11,13,2,14,2,5,0,0,0,35,8,3,72.7,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.14,0.14,0.28,0.14,0.0,0.28,0.0,0.23,0.12,3.44,3.17,7.84,2.06,0.69,23.39,1.24,1.1,0.28,0.14,1.93,1.79,0.28,0.41,0.69,0.14,0.55,48.58,2.06,29.86,3.3,2.2,1.51,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,-0.1,Brighton,52.8,1.9,0.3,0.43,0.73,2004,brajan gruda
905,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25.0,2000.0,20,20,1800,20.0,2,2,4,2,0,0,4,0,2.0,2.0,1.5,3.6,24,113,10,0.2,0.18,905,eng ENG,DF,eng Premier League,25-183,2000.0,20.0,2,15,4,26.7,0.75,0.2,0.13,0.5,9.3,0,0,0,2.0,2.0,0.13,0.0,0.0,905,eng ENG,DF,eng Premier League,25-183,2000.0,20.0,913,1080,84.5,16392,6327,2,1.5,1.5,0.5,9,101,9,2,113,905,eng ENG,DF,eng Premier League,25-183,2000.0,20.0,1080,1025,52,31,1,19,10,3,1,0,0,0,913,3,7,905,eng ENG,DF,eng Premier League,25-183,2000.0,20.0,30,1.5,24,2,1,2,1,0,6,0.3,905,eng ENG,DF,eng Premier League,25-183,2000.0,20.0,30,19,24,5,1,19,63.2,7,18,10,8,25,55,105,1,905,eng ENG,DF,eng Premier League,25-183,2000.0,20.0,1288,138,572,610,116,31,1288,5,2,40.0,3,60.0,748,3788,2218,24,15,0,10,7,822,10,1139,eng ENG,DF,eng Premier League,25-183,2000.0,20,1800,90,95.2,20.0,20,90.0,20,0,,0,1.35,22,23,-1,-0.05,-0.05,32.5,27.0,5.5,0.27,905,eng ENG,DF,eng Premier League,25-183,2000.0,20.0,4,0,0,14,18,0,10,25,19,1,0,0,88,53,28,65.4,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.1,0.1,0.2,0.1,0.0,0.2,0.0,0.1,0.08,1.2,5.65,0.5,0.75,0.2,45.65,5.05,0.45,0.1,0.95,0.5,1.5,1.25,5.25,0.9,0.05,0.05,64.4,0.1,37.4,0.5,0.35,0.7,0.05,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,Crystal Palace,46.3,1.4,1.16,4.89,0.84,2000,marc guehi
906,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,26.0,1999.0,16,16,1428,15.9,2,1,3,2,0,0,5,1,1.4,1.4,0.8,2.2,17,81,43,0.19,0.14,906,fr FRA,MF,it Serie A,26-273,1999.0,15.9,2,16,8,50.0,1.01,0.5,0.13,0.25,20.8,0,0,0,1.4,1.4,0.09,0.6,0.6,906,fr FRA,MF,it Serie A,26-273,1999.0,15.9,659,763,86.4,11162,2654,1,0.8,1.2,0.2,15,94,14,7,81,906,fr FRA,MF,it Serie A,26-273,1999.0,15.9,763,744,19,11,4,3,20,8,0,0,0,0,659,0,20,906,fr FRA,MF,it Serie A,26-273,1999.0,15.9,41,2.58,32,0,3,4,1,1,1,0.06,906,fr FRA,MF,it Serie A,26-273,1999.0,15.9,14,7,2,10,2,22,50.0,11,14,6,8,11,25,14,2,906,fr FRA,MF,it Serie A,26-273,1999.0,15.9,874,25,137,534,212,19,874,19,8,42.1,9,47.4,527,2464,1035,17,22,4,18,6,666,43,1140,fr FRA,MF,it Serie A,26-273,1999.0,16,1428,89,79.3,15.9,16,89.0,14,0,,0,1.25,13,12,1,0.06,-0.9,17.5,20.5,-3.1,-0.19,906,fr FRA,MF,it Serie A,26-273,1999.0,15.9,5,1,0,17,21,0,20,11,7,0,0,0,62,6,5,54.5,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.13,0.06,0.19,0.13,0.0,0.32,0.06,0.09,0.05,1.07,5.11,2.71,1.01,0.5,41.53,5.92,0.88,0.44,0.19,1.26,0.88,0.69,0.88,0.88,0.13,0.06,55.08,0.5,33.21,1.13,0.38,1.07,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.04,Lazio,50.5,0.89,0.7,0.89,0.89,1999,matteo guendouzi
911,Evann Guessand,ci CIV,FW,Aston Villa,eng Premier League,24.0,2001.0,12,6,515,5.7,0,1,1,0,0,0,0,0,1.0,1.0,0.6,1.6,12,8,28,0.17,0.28,911,ci CIV,FW,eng Premier League,24-195,2001.0,5.7,0,5,3,60.0,0.87,0.52,0.0,0.0,10.9,0,0,0,1.0,1.0,0.19,-1.0,-1.0,911,ci CIV,FW,eng Premier League,24-195,2001.0,5.7,68,97,70.1,808,179,1,0.6,0.6,0.4,3,2,4,0,8,911,ci CIV,FW,eng Premier League,24-195,2001.0,5.7,97,95,0,0,0,0,10,0,0,0,0,0,68,2,9,911,ci CIV,FW,eng Premier League,24-195,2001.0,5.7,10,1.74,6,0,0,2,2,0,2,0.35,911,ci CIV,FW,eng Premier League,24-195,2001.0,5.7,16,9,6,9,1,8,62.5,3,10,1,9,0,16,7,0,911,ci CIV,FW,eng Premier League,24-195,2001.0,5.7,181,7,37,72,77,18,181,24,7,29.2,16,66.7,107,704,332,12,3,5,8,16,110,28,1145,ci CIV,FW,eng Premier League,24-195,2001.0,12,515,43,27.2,5.7,6,67.0,0,6,19.0,4,1.92,9,9,0,0.0,-0.59,6.2,8.3,-2.1,-0.37,911,ci CIV,FW,eng Premier League,24-195,2001.0,5.7,0,0,0,11,10,0,10,0,9,0,0,0,26,4,6,40.0,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.1,2.1,1.4,4.89,0.87,0.52,11.88,0.35,0.7,0.0,0.0,1.75,2.8,0.0,1.22,1.75,0.0,0.35,31.63,1.22,18.7,1.4,2.8,1.92,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,-0.17,Aston Villa,53.7,3.02,0.0,1.32,1.89,2001,evann guessand
